Rank,Word,Happiness_Score,Standard_Deviation
742,seas,6.86,1.63
2805,season,5.96,1.14
867,seasons,6.76,1.22
3177,seat,5.86,1.05
3432,seated,5.8,1.22
4418,seats,5.58,1.34
3031,seattle,5.9,1.27
5791,sec,5.3,1.04
5406,second,5.38,1.19
6262,secondary,5.2,1.16
6814,seconds,5.08,0.97
7851,secret,4.84,1.61
5235,secretary,5.42,1.31
,secretly,4.84,1.61
5888,secrets,5.28,1.82
5889,section,5.28,0.83
6263,sections,5.2,1.17
7632,sector,4.9,1.23
4138,secular,5.64,1.45
,secularly,5.64,1.45
677,secure,6.92,1.29
943,secured,6.71,1.15
5407,securities,5.38,2.05
2331,security,6.1,1.63
2458,see,6.06,1.06
2181,seed,6.14,1.38
1529,seeds,6.39,1.5
1567,seeing,6.38,1.31
3753,seek,5.72,1.16
4315,seeking,5.6,1.14
3941,seeks,5.68,1
6072,seem,5.24,0.96
6532,seemed,5.14,1.05
6159,seems,5.22,0.97
5333,seen,5.4,1.2
3597,sees,5.76,1.41
5035,segment,5.46,1.49
8541,seh,4.56,1.5
7709,sei,4.88,1.02
7378,sein,4.96,1.21
9511,seized,3.44,1.46
8485,seldom,4.59,1.52
,seldomly,4.59,1.52
5236,select,5.42,1.25
1717,selected,6.32,1.17
2806,selection,5.96,1.29
5684,selena,5.32,0.94
1926,self,6.24,1.24
9951,selfish,2.6,1.05
,selfishly,2.6,1.05
,selfishness,2.6,1.05
10184,self-quarantine,3.14,1.8
4941,sell,5.48,1.13
7924,sellin,4.82,1.45
3598,selling,5.76,1.59
4233,sells,5.62,1.32
8716,sem,4.42,1.23
7379,semana,4.96,1.01
5998,semester,5.26,1.7
5921,semi,5.27,1.33
6747,sempre,5.08,1.4
6815,sen,5.08,0.99
8277,senate,4.7,1.42
8515,senator,4.58,1.43
8576,senators,4.54,1.73
5408,send,5.38,1.35
3421,sending,5.8,0.93
2952,sends,5.92,0.92
4139,senior,5.64,1.21
972,sensation,6.68,1.4
,sensations,6.68,1.4
1772,sense,6.3,1.04
2287,senses,6.1,1.49
7774,sensitive,4.86,1.41
5409,sensitivity,5.38,1.77
3049,sensory,5.9,1.34
5036,sent,5.46,0.91
6160,sentence,5.22,1.45
9329,sentenced,3.7,1.66
4340,sentences,5.59,1.63
3444,sentiment,5.8,1.9
1815,sentimental,6.28,1.67
,sentimentality,6.28,1.67
7198,sentir,5,1.21
7728,senza,4.88,1.3
7775,seo,4.86,1.12
8810,separate,4.32,1.56
9538,separated,3.4,1.32
8545,separately,4.55,1.51
9449,separation,3.53,1.82
5128,sept,5.44,1.03
1667,september,6.34,1.41
3100,sequence,5.88,1.32
8278,ser,4.7,1.09
6367,sera,5.18,1.19
8279,serbian,4.7,1.33
8438,serbs,4.62,1.37
5999,sergeant,5.26,1.27
5037,series,5.46,0.93
8717,serious,4.42,1.46
8280,seriously,4.7,1.56
,seriousness,4.42,1.46
5890,serum,5.28,1.33
9044,servant,4.08,1.37
9411,servants,3.56,1.7
5038,serve,5.46,1.31
4033,served,5.66,1.24
4942,server,5.48,1.31
3675,serves,5.74,1.65
2652,service,6,1.16
3178,services,5.86,1.58
4140,serving,5.64,1.35
2459,servings,6.06,1.41
8218,ses,4.72,1.2
5602,session,5.34,1.12
4943,sessions,5.48,0.93
4419,set,5.58,1.2
5792,seth,5.3,1.15
6816,sets,5.08,1.34
7113,setting,5.02,1.3
4826,settings,5.5,1.25
6817,settle,5.08,1.44
3676,settled,5.74,1.55
3032,settlement,5.9,1.5
7852,setup,4.84,1.4
8363,seu,4.66,1.15
4034,seven,5.66,1.26
1993,seventeen,6.22,1.54
2534,seventeenth,6.02,1.18
6818,seventh,5.08,0.67
5129,seventy,5.44,1.57
4035,several,5.66,0.92
9674,severe,3.16,1.72
,severest,3.01,1.72
217,sex,7.44,1.68
2045,sexual,6.2,1.46
241,sexy,7.4,1.23
5793,seymour,5.3,1.04
6073,sf,5.24,1.44
7710,sgt,4.88,1.06
7001,sha,5.04,0.9
8759,shack,4.36,1.41
2332,shade,6.1,1.68
3282,shades,5.84,1.4
7555,shadow,4.92,1.44
6614,shadows,5.12,1.73
8325,shady,4.68,1.71
7199,shaggy,5,1.48
6533,shake,5.14,1.2
8291,shakes,4.69,1.82
714,shakespeare,6.88,1.78
,shakespearean,6.88,1.78
5825,shakin,5.29,1.62
8818,shaking,4.31,1.75
5410,shall,5.38,1.24
9016,shallow,4.12,1.57
9916,shame,2.68,1.3
,shamed,2.68,1.3
,shameful,2.68,1.3
,shamefully,2.68,1.3
,shames,2.68,1.3
,shaming,2.68,1.3
4944,shape,5.48,0.86
3422,shaped,5.8,1.21
7776,shapiro,4.86,1.03
845,share,6.78,1.4
816,shared,6.8,1.34
4036,shareholders,5.66,1.32
1002,shares,6.68,1.22
539,sharing,7.06,1.28
8997,shark,4.14,1.92
5039,sharon,5.46,0.97
7853,sharp,4.84,1.69
8777,sharply,4.36,1.64
9530,shatter,3.42,1.82
9395,shattered,3.6,1.69
6368,shaw,5.18,0.96
8473,shawty,4.6,1.75
2110,she,6.18,1.59
6098,shed,5.22,1.26
2182,sheep,6.14,1.54
8577,sheesh,4.54,1.51
4658,sheet,5.53,1.23
4141,sheets,5.64,1.06
5891,sheila,5.28,0.97
5716,shelf,5.31,1.1
3701,shell,5.73,1.36
6442,she'll,5.16,1.02
2408,shells,6.06,1.51
1243,shelter,6.54,1.31
6904,sherman,5.06,0.87
6264,shes,5.2,1.32
4726,she's,5.52,1.2
7316,shi,4.97,1.36
3620,shield,5.76,1.33
6000,shift,5.26,1.05
463,shine,7.14,1.71
138,shines,7.6,1.59
559,shining,7.04,1.76
902,shiny,6.74,1.23
2807,ship,5.96,1.23
5040,shipping,5.46,1.31
2808,ships,5.96,1.01
6001,shirley,5.26,1.08
1866,shirt,6.26,1.34
2222,shirts,6.14,1.03
10000,shit,2.5,1.52
9967,shitty,2.58,1.57
9222,shiver,3.85,1.49
8108,sho,4.76,1.15
9444,shock,3.54,1.62
9372,shocked,3.64,1.32
,shocking,3.54,1.62
,shockingly,3.54,1.62
,shocks,3.54,1.62
3262,shoe,5.84,1.45
2460,shoes,6.06,1.54
8798,shook,4.34,1.42
9496,shoot,3.46,1.67
9085,shootin,4.04,2.19
9995,shooting,2.52,1.74
868,shop,6.76,1.04
1356,shopper,6.48,1.45
498,shopping,7.1,1.54
1056,shops,6.64,1.24
1462,shore,6.42,1.62
1512,shores,6.4,1.62
8661,short,4.46,1.15
8662,shorter,4.46,1.16
4420,shortly,5.58,1.31
2953,shorts,5.92,1.26
8439,short-term,4.62,1.31
8364,shorty,4.66,1.47
10001,shot,2.5,1.66
9406,shotgun,3.58,1.87
9597,shots,3.32,2.01
6074,should,5.24,1.17
8896,shoulda,4.24,1.17
5041,shoulder,5.46,1.22
2333,shoulders,6.1,1.22
9234,shouldn't,3.84,0.82
9202,shout,3.88,1.38
9531,shouting,3.42,1.6
4421,shoutout,5.58,1.95
9300,shove,3.74,1.74
1927,show,6.24,1.49
3677,showed,5.74,1.01
933,shower,6.72,1.51
1198,showers,6.56,1.05
3263,showing,5.84,0.84
2954,shown,5.92,1.07
2393,shows,6.08,1.05
8875,sht,4.26,1.23
8598,shud,4.52,1.2
9425,shut,3.56,1.03
3507,shuttle,5.78,0.93
8663,shy,4.46,1.74
,shyness,4.46,1.74
8736,shyt,4.4,1.43
5499,si,5.36,1.43
7925,sich,4.82,0.94
10117,sick,2.02,1.08
,sicken,2.02,1.08
,sickened,2.02,1.08
,sickliness,2.02,1.08
,sickly,2.02,1.08
10144,sickness,1.84,1.18
,sicknesses,1.84,1.18
6615,side,5.12,0.72
7002,sides,5.04,1.18
4234,sidewalk,5.62,1.23
4037,sidney,5.66,1.12
7711,sie,4.88,0.92
7712,siegel,4.88,0.96
6002,siempre,5.26,1.48
7584,siento,4.92,1.27
8982,sigh,4.16,1.82
2111,sight,6.18,0.98
2653,sights,6,1.5
4038,sign,5.66,1.29
5130,signal,5.44,0.97
5237,signals,5.42,1.14
3754,signed,5.72,1.09
2349,significance,6.08,1.27
791,significant,6.82,1.08
2394,significantly,6.08,0.97
2516,signing,6.04,1.48
4637,signs,5.54,0.86
8057,sigo,4.78,0.93
7854,sih,4.84,0.71
6534,silence,5.14,1.74
6616,silent,5.12,1.55
5438,silently,5.37,1.55
720,silk,6.88,1.45
,silkiness,6.88,1.45
4039,silkk,5.66,1.52
,silky,6.88,1.45
,silliness,5.3,1.98
5794,silly,5.3,1.98
1568,silver,6.38,1.9
,silvery,6.38,1.9
5500,sim,5.36,0.96
2809,similar,5.96,1.09
2751,similarly,5.98,1.08
6369,simon,5.18,1.27
2576,simple,6.02,1.46
1065,simplicity,6.62,1.52
1463,simply,6.42,1.36
4638,simpson,5.54,1.31
,simultaneous,5.8,1.26
3423,simultaneously,5.8,1.26
9934,sin,2.64,1.7
8109,sinai,4.76,1.15
6075,since,5.24,0.92
499,sincere,7.1,1.04
,sincerity,7.1,1.04
8289,sind,4.69,1.26
218,sing,7.44,1.34
2735,singapore,5.98,1.79
792,singer,6.82,1.45
1124,singers,6.6,1.59
642,singing,6.96,1.7
6617,single,5.12,1.52
1357,sings,6.48,1.79
5795,singular,5.3,1.45
9272,sink,3.79,1.6
9480,sinking,3.48,1.75
9582,sinner,3.33,1.84
9664,sinners,3.18,1.78
,sins,2.64,1.7
9829,sins,2.88,1.32
4449,sip,5.56,1.29
3846,sippin,5.7,1.11
6003,sir,5.26,1.12
9407,sirens,3.58,1.5
1427,sis,6.44,1.31
869,sister,6.76,1.65
3338,sister-in-law,5.82,1.57
1087,sisters,6.62,1.69
5501,sit,5.36,1.22
5685,site,5.32,0.79
2654,sites,6,1.16
5439,sits,5.37,1.09
7003,sittin,5.04,1.46
3942,sitting,5.68,1.1
3678,situated,5.74,1.07
7200,situation,5,1.31
5059,situations,5.45,1.14
5603,six,5.34,1.15
1530,sixteen,6.39,1.48
6618,sixth,5.12,0.94
7466,sixty,4.94,1.78
7004,size,5.04,0.97
1003,skating,6.68,1.28
1580,sketch,6.37,1.52
3264,ski,5.84,1.33
444,skies,7.16,1.35
1172,skill,6.57,1.34
1569,skills,6.38,1.55
4827,skin,5.5,1.56
2955,skinny,5.92,1.52
5686,skip,5.32,1.46
2473,skirt,6.04,2.07
8664,skool,4.46,1.79
9160,skull,3.96,1.63
83,sky,7.76,1.08
1816,skype,6.28,1.46
9143,slam,3.98,1.64
6265,slang,5.2,1.63
10008,slap,2.48,1.53
9689,slapped,3.14,1.55
10033,slaughter,2.41,1.84
,slaughtered,2.41,1.84
,slaughtering,2.41,1.84
,slaughters,2.41,1.84
10108,slave,2.06,1.46
,slaved,2.06,1.46
,slaver,2.02,1.58
10118,slavery,2.02,1.58
10109,slaves,2.06,1.37
,slaving,2.06,1.46
,slavish,2.06,1.46
,slay,2.41,1.84
,slayed,2.41,1.84
,slaying,2.41,1.84
445,sleep,7.16,1.71
580,sleeping,7.02,1.67
9808,sleepless,2.92,1.55
,sleeplessness,2.92,1.55
1135,sleeps,6.59,1.47
7633,sleepy,4.9,1.78
7114,sleeve,5.02,1.36
3115,sleigh,5.88,1.82
1088,slept,6.62,1.56
7115,slice,5.02,1.49
6370,slick,5.18,1.65
3599,slide,5.76,1.22
8281,slight,4.7,1.05
7994,slightly,4.8,0.86
2461,slim,6.06,1.49
9253,slip,3.82,1.29
9220,slipped,3.86,1.58
8841,slippin,4.29,1.71
9194,slipping,3.9,1.45
8754,slips,4.38,1.47
8405,slit,4.64,1.51
4754,slope,5.51,1.26
9281,slow,3.78,1.11
8811,slowly,4.32,1.43
9445,slug,3.54,1.37
9154,slugs,3.96,1.64
9167,slumdog,3.94,1.78
9410,slut,3.57,2.63
,sluts,3.57,2.63
,slutty,3.57,2.63
7777,sm,4.86,0.73
8820,smack,4.31,2
8599,small,4.52,1.36
8175,smaller,4.74,1.48
198,smart,7.48,1.37
8897,smash,4.24,1.57
9518,smashed,3.42,1.74
,smashes,3.42,1.74
,smashing,3.42,1.74
7926,smell,4.82,1.55
,smelled,4.18,1.59
,smelling,4.18,1.59
8966,smells,4.18,1.59
8176,smh,4.74,0.75
13,smile,8.1,1.02
16,smiled,8.08,1.07
84,smiles,7.76,1.79
150,smiling,7.58,1.7
,smilingly,8.1,1.02
6719,smith,5.1,1.47
9675,smoke,3.16,1.94
7778,smoked,4.86,1.96
6720,smokin,5.1,2.13
9711,smoking,3.1,1.94
817,smooth,6.8,1.18
4828,sms,5.5,1.61
,smug,2.6,1.05
,smugly,2.6,1.05
,smugness,2.6,1.05
500,snack,7.1,1.57
9466,snake,3.5,1.67
9360,snakes,3.65,2.09
6266,snap,5.2,1.63
9235,snatch,3.84,1.63
8835,sneak,4.3,1.54
9354,snitch,3.66,1.65
,snitched,3.66,1.65
,snitches,3.66,1.65
,snitching,3.66,1.65
5238,snl,5.42,1.29
8640,snoop,4.48,1.8
,snooped,4.48,1.8
,snooping,4.48,1.8
,snoops,4.48,1.8
1718,snow,6.32,2.18
4235,snowed,5.62,2.03
2268,snowing,6.12,2.16
,snows,6.32,2.18
,snowy,6.32,2.18
6819,so,5.08,0.9
2334,soap,6.1,1.07
,soapiness,6.1,1.07
,soaps,6.1,1.07
,soapy,6.1,1.07
,sob,2.22,1.42
,sobbed,2.22,1.42
,sobbing,2.22,1.42
3520,sober,5.78,1.98
6721,sobre,5.1,1.39
7802,soc,4.86,1.31
8836,so-called,4.3,1.27
1428,soccer,6.44,1.54
1994,social,6.22,1.04
7394,socialism,4.96,2.27
6076,socialist,5.24,2.19
2889,societies,5.94,1.36
3508,society,5.78,1.42
5060,sociology,5.45,1.46
,sock,5.06,1.42
6905,socks,5.06,1.42
2046,soda,6.2,1.74
8326,sodium,4.68,1.5
2517,sofa,6.04,1.35
1358,soft,6.48,1.22
,soften,6.48,1.22
,softened,6.48,1.22
,softening,6.48,1.22
,softens,6.48,1.22
1531,softly,6.39,1.52
,softness,6.48,1.22
1773,software,6.3,1.43
4422,soho,5.58,1.26
3782,soil,5.71,1.65
4040,sol,5.66,1.61
7585,sola,4.92,1.46
1244,solar,6.54,1.42
5502,sold,5.36,1.29
6619,soldier,5.12,1.59
5411,soldiers,5.38,1.64
4659,sole,5.53,1.29
6820,soledad,5.08,1.38
4423,solely,5.58,1.34
2956,solid,5.92,1.12
,solitary,5.02,1.89
7116,solitude,5.02,1.89
4528,solo,5.56,1.37
5131,solomon,5.44,1.3
765,solution,6.84,1.38
1057,solutions,6.64,1.38
1163,solve,6.58,1.23
2469,solving,6.04,1.74
7292,som,4.98,0.65
7117,some,5.02,1.04
7201,some1,5,0.99
5796,somebody,5.3,1.13
5892,someday,5.28,1.44
6535,somehow,5.14,0.93
5797,someone,5.3,1.17
5687,someone's,5.32,1.28
7293,somethin,4.98,1.48
7202,something,5,0.86
7634,sometime,4.9,1.04
5893,sometimes,5.28,0.95
8110,somewhat,4.76,1.33
5894,somewhere,5.28,0.86
7005,somos,5.04,1.11
476,son,7.12,1.81
151,song,7.58,1.34
643,songs,6.96,1.87
3847,sonic,5.7,1.3
4041,son-in-law,5.66,1.56
7655,sono,4.9,1.18
846,sons,6.78,1.62
6722,sont,5.1,0.97
2223,sony,6.14,1.36
7635,soo,4.9,1.17
1668,soon,6.34,0.89
1928,sooner,6.24,1.39
8058,sooo,4.78,1.5
6536,soooo,5.14,0.95
7779,sooooo,4.86,1.05
7294,soooooo,4.98,1.45
2577,sophisticated,6.02,1.76
9792,sore,2.94,1.33
9426,sorely,3.56,1.28
10089,sorrow,2.12,1.56
9907,sorrows,2.69,1.78
9355,sorry,3.66,1.76
5895,sort,5.28,0.83
6077,sorts,5.24,0.94
9254,sos,3.82,1.73
7118,sou,5.02,1.2
6906,sought,5.06,1.3
1669,soul,6.34,1.67
2753,souls,5.98,1.71
3179,sound,5.86,1.28
5503,sounded,5.36,1.05
2736,sounds,5.98,1.2
1670,soundtrack,6.34,1.71
1277,soup,6.52,1.67
9067,sour,4.06,1.5
3755,source,5.72,1.21
4639,sources,5.54,1.23
2169,south,6.16,1.61
3943,southeast,5.68,1.22
4142,southern,5.64,1.63
3339,southwest,5.82,1.59
3101,sovereign,5.88,1.38
3113,sovereignty,5.88,1.75
8406,soviet,4.64,1.34
4444,sow,5.57,1.62
6371,sox,5.18,1.53
4143,soy,5.64,1.51
7713,sp,4.88,0.69
678,spa,6.92,1.48
2810,space,5.96,1.01
4171,spaces,5.62,1.02
2047,spain,6.2,1.69
9903,spam,2.7,1.37
3340,spanish,5.82,1.26
3679,spare,5.74,1.51
1867,spark,6.26,1.66
507,sparkle,7.08,1.62
,sparkled,7.08,1.62
,sparkles,7.08,1.62
,sparkly,7.08,1.62
1058,sparks,6.64,1.31
3530,spatial,5.77,1.17
3033,speak,5.9,1.22
3944,speaker,5.68,1
4144,speakers,5.64,1.43
3102,speaking,5.88,1.12
3945,speaks,5.68,1.19
416,special,7.2,1.2
2395,specialist,6.08,1.54
2737,specialized,5.98,1.33
1125,specialty,6.6,1.25
3600,species,5.76,0.98
4316,specific,5.6,0.97
4829,specifically,5.5,1.11
5911,specified,5.28,1.3
6736,specimen,5.09,1.47
6821,specimens,5.08,1.5
3756,spectrum,5.72,1.46
6907,speculation,5.06,1.48
5688,speech,5.32,1.75
1929,speed,6.24,1.48
,speedier,6.39,1.48
,speediest,6.54,1.48
4317,spell,5.6,1.41
5239,spencer,5.42,1.47
7006,spend,5.04,1.78
6078,spending,5.24,1.61
8111,spent,4.76,1.55
3698,sphere,5.73,1.08
2112,spice,6.18,1.72
8859,spider,4.28,2
8645,spill,4.47,1.68
4145,spin,5.64,1.4
7586,spinal,4.92,1.48
6384,spine,5.16,1.28
4968,spinning,5.47,1.42
5355,spins,5.39,1.47
1126,spirit,6.6,1.5
1881,spirits,6.24,1.8
934,spiritual,6.72,1.95
9690,spit,3.14,1.41
9450,spite,3.53,1.83
,spiteful,3.53,1.83
,spitefully,3.53,1.83
,spites,3.53,1.83
9086,spittin,4.04,2.01
63,splendid,7.86,1.46
,splendidly,7.86,1.46
8876,split,4.26,1.5
,spoil,2.68,1.57
,spoiled,2.68,1.57
,spoiling,2.68,1.57
,spoilingly,2.68,1.57
3424,spoke,5.8,0.9
3946,spoken,5.68,1.32
6908,spokesman,5.06,1.17
3680,spokeswoman,5.74,1.19
2655,sponsor,6,1.41
4640,sponsored,5.54,1.91
,sponsoring,5.54,1.91
,sponsors,5.54,1.91
,spontaneity,6.54,1.36
1245,spontaneous,6.54,1.36
,spontaneously,6.54,1.36
2750,spoon,5.98,1.55
1059,sport,6.64,1.69
2462,sports,6.06,2.24
6004,spot,5.26,1.47
1634,spotlight,6.35,1.34
,spotlights,6.35,1.34
8327,spots,4.68,1.41
5798,spray,5.3,1.45
4945,spread,5.48,1.13
2819,spreading,5.96,1.31
446,spring,7.16,1.43
2335,springfield,6.1,1.25
1164,springs,6.58,1.25
,spur,7.46,1.68
,spurred,7.46,1.68
,spurring,7.46,1.68
8898,spy,4.24,1.77
6287,squad,5.18,1.38
,squads,5.18,1.38
4946,square,5.48,0.99
6822,squeeze,5.08,1.7
,squeezed,5.08,1.7
,squeezes,5.08,1.7
,squeezing,5.08,1.7
7780,sr,4.86,1.2
7714,st,4.88,0.56
7855,sta,4.84,1.08
7395,staan,4.96,1.22
9502,stab,3.45,2.13
690,stability,6.9,1.49
2048,stable,6.2,1.37
6723,stack,5.1,1.13
5042,stacks,5.46,1.33
2811,stadium,5.96,1.58
,stadiums,5.96,1.58
5504,staff,5.36,0.88
3757,stage,5.72,1.44
3265,stages,5.84,1.54
9542,stain,3.39,1.34
9175,stained,3.92,1.83
9428,stains,3.55,1.47
6620,stairs,5.12,1.22
7119,stake,5.02,1.19
8059,stakes,4.78,0.95
7120,stamford,5.02,1.2
4318,stand,5.6,1.11
7203,standard,5,1.47
5412,standards,5.38,1.09
7007,standin,5.04,0.92
5505,standing,5.36,0.85
5896,stands,5.28,0.88
3034,stanford,5.9,1.76
,stank,3.1,1.22
6079,stanley,5.24,1.02
396,star,7.22,1.58
1359,starbucks,6.48,1.69
7008,stare,5.04,1.73
7295,stared,4.98,1.44
8412,stares,4.63,1.5
7781,staring,4.86,1.28
219,starlight,7.44,1.42
2463,starring,6.06,1.3
1127,starry,6.6,1.67
501,stars,7.1,1.54
2336,start,6.1,1.54
2656,started,6,1.07
1317,starting,6.5,1.05
2812,starts,5.96,1.19
,starve,2.58,1.47
,starved,2.58,1.47
,starves,2.58,1.47
9968,starving,2.58,1.47
5717,stash,5.31,1.66
5897,state,5.28,0.97
6005,stated,5.26,0.78
6006,statement,5.26,0.96
5043,statements,5.46,0.97
6443,staten,5.16,1.25
4146,states,5.64,1.26
5240,state's,5.42,0.99
7656,static,4.9,1.49
6444,station,5.16,0.74
5132,stations,5.44,0.91
5334,statistical,5.4,1.26
5413,statistically,5.38,1.41
7009,statistics,5.04,1.48
5898,stats,5.28,1.18
4236,status,5.62,1.18
5256,statute,5.42,1.66
4529,stay,5.56,1.16
5335,stayed,5.4,1.25
3601,staying,5.76,1.35
5899,stays,5.28,1.31
2113,steady,6.18,1.34
1089,steak,6.62,1.98
10013,steal,2.46,1.68
10014,stealing,2.46,1.31
5160,steam,5.43,1.44
6823,steel,5.08,1.16
6724,steelers,5.1,1.59
6445,stein,5.16,1.2
6537,stem,5.14,1.26
,stench,3.1,1.22
5689,step,5.32,0.87
4947,stephanie,5.48,1.36
4641,stephen,5.54,1.18
6372,stepped,5.18,1.27
4530,steppin,5.56,1.34
4531,stepping,5.56,0.99
5414,steps,5.38,1.12
2657,stereo,6,1.29
8899,stern,4.24,1.36
5415,steve,5.38,0.9
4830,steven,5.5,1.09
6824,stevens,5.08,1.01
4831,stevie,5.5,1.18
6825,stewart,5.08,1.12
6826,stick,5.08,0.99
7636,sticks,4.9,1.4
8474,sticky,4.6,1.32
8413,stiff,4.63,1.68
,stiffness,4.63,1.68
6538,still,5.14,1.12
,stimulated,6.61,1.35
,stimulating,6.61,1.35
1096,stimulation,6.61,1.35
,stimulations,6.61,1.35
,stimuli,5.68,1.82
3947,stimulus,5.68,1.82
9497,sting,3.46,1.74
,stings,3.46,1.74
9712,stink,3.1,1.22
,stinks,3.1,1.22
7204,stir,5,1.29
,stirred,5,1.29
,stirring,5,1.29
,stirs,5,1.29
3425,stock,5.8,1.11
5506,stocks,5.36,1.29
,stoke,5.92,1.7
2957,stoked,5.92,1.7
9952,stole,2.6,1.41
10002,stolen,2.5,1.39
5336,stomach,5.4,1.07
,stomachs,5.4,1.07
9301,stomp,3.74,1.47
,stomped,3.74,1.47
,stomping,3.74,1.47
,stomps,3.74,1.47
7010,stone,5.04,1.47
8542,stoned,4.56,2.21
6909,stones,5.06,1.25
,stoning,4.56,2.21
7467,stood,4.94,1.08
9195,stop,3.9,1.34
9215,stopped,3.86,1.23
9054,stopping,4.08,1.4
8516,stops,4.58,1.21
5133,storage,5.44,1.07
2738,store,5.98,0.98
3266,stored,5.84,1.09
2658,stores,6,0.97
1090,stories,6.62,1.59
8877,storm,4.26,2.01
,stormed,4.26,2.01
,storming,4.26,2.01
8782,storms,4.34,1.98
7468,stormy,4.94,1.89
1360,story,6.48,1.34
2464,straight,6.06,1.06
9307,strain,3.73,1.81
9305,stranded,3.73,1.89
,stranding,3.73,1.89
8778,strange,4.36,1.75
8983,stranger,4.16,0.96
8984,strangers,4.16,1.75
7556,strap,4.92,1.16
9168,strapped,3.94,1.54
3035,strategic,5.9,1.47
2224,strategies,6.14,1.44
1930,strategy,6.24,1.24
464,strawberry,7.14,1.41
8900,stray,4.24,1.82
6910,streak,5.06,1.41
1464,stream,6.42,1.5
3848,streaming,5.7,1.71
1719,streams,6.32,1.53
5134,street,5.44,0.84
4147,streets,5.64,1.24
242,strength,7.4,1.16
9837,stress,2.86,1.6
9890,stressed,2.74,1.12
4042,stretch,5.66,1.51
7229,stretched,4.99,1.48
8999,strict,4.13,1.76
8781,strictly,4.35,1.76
4450,stride,5.56,1.37
9105,strife,4.02,1.83
9155,strike,3.96,1.35
9106,strikes,4.02,1.36
8282,striking,4.7,1.88
5337,string,5.4,1.09
7034,strings,5.02,1.28
7557,strip,4.92,1.66
8377,stripped,4.65,1.93
9969,stroke,2.58,1.6
1128,stroll,6.6,1.4
,strolled,6.6,1.4
,strolling,6.6,1.4
,strolls,6.6,1.4
540,strong,7.06,1.52
477,stronger,7.12,1.08
2225,strongly,6.14,1.28
9467,struck,3.5,1.4
3699,structural,5.73,1.24
5507,structure,5.36,1.38
4065,structures,5.65,1.36
9539,struggle,3.4,1.75
,struggled,2.72,1.21
,struggles,2.72,1.21
9899,struggling,2.72,1.21
8365,strung,4.66,1.33
5508,stuart,5.36,1.38
9356,stuck,3.66,1.12
1165,student,6.58,1.25
1817,students,6.28,1.83
2269,studied,6.12,1.3
1513,studies,6.4,1.37
1671,studio,6.34,1.36
,studious,6.4,1.37
2270,study,6.12,1.62
4532,studying,5.56,2
4424,stuff,5.58,1.5
6373,stuffed,5.18,1.3
8718,stumble,4.42,1.58
,stunk,3.1,1.22
1318,stunning,6.5,2.18
,stunningly,6.5,2.18
9917,stupid,2.68,1.22
,stupidity,2.68,1.22
,stupidly,2.68,1.22
870,style,6.76,1.62
1995,styles,6.22,1.02
7205,su,5,1.05
7558,sua,4.92,0.53
7011,sub,5.04,1.41
5135,subject,5.44,1.03
9216,subjected,3.86,1.4
4727,subjective,5.52,1.36
5241,subjects,5.42,1.01
5136,submit,5.44,1.5
2890,submitted,5.94,1.3
5061,subsequent,5.45,1.23
5509,subsequently,5.36,1.16
,subsidiaries,4.9,1.4
7637,subsidiary,4.9,1.4
6539,subsidies,5.14,1.5
,subsidy,5.14,1.5
4533,substance,5.56,1.11
6080,substances,5.24,1.3
2891,substantial,5.94,1.1
2958,substantially,5.92,1.31
7726,substitute,4.88,1.47
3283,subtle,5.84,1.45
,subtleties,5.84,1.45
,subtlety,5.84,1.45
4425,suburban,5.58,1.53
,suburbs,5.58,1.53
5690,subway,5.32,1.68
85,succeed,7.76,1.7
135,succeeded,7.62,1.14
152,succeeding,7.58,1.34
,succeedingly,7.58,1.34
64,success,7.86,1.64
,successes,7.86,1.64
10,successful,8.16,1.08
136,successfully,7.62,1.26
2049,succession,6.2,1.29
2183,successive,6.14,1.41
2659,successor,6,1.44
6446,such,5.16,0.77
9691,suck,3.14,1.82
9303,sucka,3.74,1.77
9475,sucked,3.48,1.85
9342,sucker,3.68,1.95
9605,suckers,3.3,1.71
8985,sucking,4.16,1.73
9692,sucks,3.14,1.48
8837,sudden,4.3,1.31
8060,suddenly,4.78,1.31
8838,sue,4.3,2.16
,sued,4.3,2.16
,sues,4.3,2.16
10101,suffer,2.08,1.38
10065,suffered,2.24,1.6
,sufferer,2.08,1.38
,sufferers,2.08,1.38
10071,suffering,2.22,1.71
,suffers,2.08,1.38
,suffice,6.32,1.25
,sufficed,6.32,1.25
,suffices,6.32,1.25
1720,sufficient,6.32,1.25
1721,sufficiently,6.32,1.22
,sufficing,6.32,1.25
6161,suffolk,5.22,1.11
6447,suga,5.16,1.65
903,sugar,6.74,1.94
,sugars,6.74,1.94
,sugary,6.74,1.94
4728,suggest,5.52,1.23
4319,suggested,5.6,1.25
4642,suggesting,5.54,1.2
3267,suggestion,5.84,1.31
2396,suggestions,6.08,1.14
3948,suggests,5.68,0.94
,suicidal,1.3,0.84
,suicidally,1.3,0.84
10168,suicide,1.3,0.84
,suicides,1.3,0.84
,suing,4.3,2.16
6827,suis,5.08,0.83
5799,suit,5.3,1.58
1099,suitable,6.6,0.89
3681,suitcase,5.74,1.32
,suitcases,5.74,1.32
1774,suite,6.3,1.5
3682,suits,5.74,1.01
5604,sullivan,5.34,0.89
3341,sum,5.82,1.14
8219,sum1,4.72,1.54
