Rank,Word,Happiness_Score,Standard_Deviation
4451,summary,5.56,1.22
1514,summer,6.4,2.39
465,summertime,7.14,2.22
,summery,6.4,2.39
4729,summit,5.52,1.62
7296,sumthin,4.98,1.35
72,sun,7.8,1.36
337,sunday,7.28,1.92
258,sundays,7.38,1.46
1570,sung,6.38,1.24
55,sunlight,7.88,1.49
,sunlit,7.88,1.49
644,sunny,6.96,2.09
560,sunrise,7.04,1.8
447,sunset,7.16,2.11
42,sunshine,7.94,1.17
,sunup,7.04,1.8
108,super,7.68,1.6
3849,superbowl,5.7,2.05
7995,superintendent,4.8,1.31
2397,superior,6.08,1.52
478,superman,7.12,1.72
,supermarket,6.44,1.45
1429,supermarkets,6.44,1.45
746,superstar,6.86,1.97
4852,supervision,5.49,1.63
7206,supervisor,5,1.37
,supper,7.4,1.14
3602,supplied,5.76,1.32
2518,supplies,6.04,1.4
3603,supply,5.76,1.02
,supplying,5.76,1.32
1430,support,6.44,1.43
1129,supported,6.6,1.54
871,supporter,6.76,1.22
2050,supporters,6.2,1.58
1361,supporting,6.48,0.97
1996,supports,6.22,1.53
7559,suppose,4.92,1.12
6540,supposed,5.14,1.12
1060,supreme,6.64,1.34
,supremely,6.64,1.34
7996,sur,4.8,1.18
1722,sure,6.32,1.49
1868,surely,6.26,1.26
1278,surf,6.52,1.37
5691,surface,5.32,1.08
4948,surfaces,5.48,1.22
5605,surgeon,5.34,1.62
,surgeries,2.66,1.75
9925,surgery,2.66,1.75
8812,surgical,4.32,2.04
4949,surname,5.48,0.99
1775,surplus,6.3,1.42
234,surprise,7.42,1.54
935,surprised,6.72,1.36
,surprises,7.42,1.54
904,surprising,6.74,1.29
793,surprisingly,6.82,1.32
9055,surrender,4.08,1.68
,surrendered,4.08,1.68
,surrendering,4.08,1.68
,surrenders,4.08,1.68
5137,surround,5.44,1.4
8220,surrounded,4.72,1.55
5044,surrounding,5.46,1.23
3758,surrounds,5.72,1.39
2114,survey,6.18,1.51
3180,survival,5.86,1.59
2660,survive,6,1.8
715,survived,6.88,1.48
,survives,6.88,1.48
2661,surviving,6,1.75
,survivor,6.66,1.33
1032,survivors,6.66,1.33
7941,sus,4.82,0.99
5606,susan,5.34,1.27
5338,sushi,5.4,2.25
9693,suspect,3.14,1.31
9454,suspected,3.52,1.16
,suspecting,3.52,1.16
,suspectingly,3.52,1.16
9396,suspects,3.6,1.2
9725,suspended,3.08,1.26
9665,suspension,3.18,1.48
9455,suspicion,3.52,1.5
9616,suspicious,3.28,1.37
,suspiciously,3.28,1.37
,sustain,5.88,1.41
3103,sustained,5.88,1.41
4643,suzanne,5.54,1.34
3683,swag,5.74,1.19
6162,swallow,5.22,1.58
6845,swallowed,5.06,1.48
,swallowing,5.06,1.48
,swallows,5.06,1.48
,swam,6.52,1.22
5062,sway,5.45,1.21
8901,swear,4.24,1.62
,swearing,4.24,1.62
,swears,4.24,1.62
8986,sweat,4.16,1.39
2739,sweater,5.98,1.48
,sweating,4.16,1.39
,sweats,4.16,1.39
1818,sweden,6.28,1.51
6448,sweep,5.16,1.42
125,sweet,7.64,1.06
397,sweeter,7.22,1.11
49,sweetest,7.92,1.29
56,sweetheart,7.88,1.27
316,sweetie,7.3,1.13
57,sweetness,7.88,1.19
7494,swell,4.94,2.01
6911,swept,5.06,1.49
2892,swift,5.94,1.27
766,swim,6.84,1.3
1279,swimming,6.52,1.22
9373,swine,3.64,1.84
1776,swing,6.3,1.27
2907,swinging,5.94,1.41
2115,swiss,6.18,1.65
7121,switch,5.02,1.06
872,switzerland,6.76,1.51
9481,swollen,3.48,1.83
8137,sword,4.75,1.86
8860,swore,4.28,1.58
,swum,6.52,1.22
3949,sydney,5.68,1.46
5607,sylvia,5.34,1.32
4148,symbol,5.64,1.27
3624,symbolic,5.74,1.36
3036,symbols,5.9,1.11
1138,sympathetic,6.58,1.75
,sympathetically,6.58,1.75
6912,sympathies,5.06,2.19
,sympathize,5.36,1.91
,sympathized,5.36,1.91
,sympathizing,5.36,1.91
5510,sympathy,5.36,1.91
,symphonic,6.58,1.75
1166,symphony,6.58,1.75
9287,symptoms,3.76,1.39
4730,synagogue,5.52,1.52
9566,syndrome,3.36,1.08
3850,synthesis,5.7,1.07
7297,syracuse,4.98,1.32
5800,system,5.3,1.73
4534,systematic,5.56,1.51
6163,systems,5.22,1.22
7856,t,4.84,0.77
8112,ta,4.76,1.17
5692,table,5.32,0.68
5242,tables,5.42,0.84
6725,tablet,5.1,1.59
7469,tackle,4.94,1.5
,tackled,4.94,1.5
,tackles,4.94,1.5
,tackling,4.94,1.5
2051,taco,6.2,1.75
1199,tacos,6.56,1.49
,tactic,5.3,1.58
5801,tactics,5.3,1.58
6828,tag,5.08,1.28
3958,tail,5.67,1.51
5511,taiwan,5.36,1.27
6541,tak,5.14,1.43
6374,take,5.18,1.51
8861,taken,4.28,1.47
9040,takeover,4.1,1.63
7012,takes,5.04,1.14
7470,takin,4.94,1.25
,taking,4.28,1.47
5693,taking,5.32,1.3
6164,tal,5.22,0.95
1931,tale,6.24,1.14
541,talent,7.06,0.98
542,talented,7.06,1.53
,talents,7.06,0.98
1319,tales,6.5,1.59
2465,talk,6.06,1.06
3037,talked,5.9,1.27
4426,talkin,5.58,1.94
1390,talking,6.46,1.23
3342,talks,5.82,1.21
3268,tall,5.84,1.36
4561,tame,5.55,1.42
4950,tampa,5.48,0.97
5416,tan,5.38,1.71
8755,tangled,4.38,1.6
8688,tank,4.44,1.61
7013,tanto,5.04,1.23
5339,tap,5.4,1.23
6267,tape,5.2,1.2
8487,tarde,4.58,1.43
5512,target,5.36,1.52
8113,targets,4.76,1.48
7560,task,4.92,1.34
6288,tasks,5.18,1.45
716,taste,6.88,1.27
1571,tasted,6.38,1.32
1572,tastes,6.38,1.76
1246,tasting,6.54,1.15
153,tasty,7.58,1.13
6829,tattoo,5.08,2.08
6621,tau,5.12,0.96
2813,taught,5.96,1.46
9838,tax,2.86,1.41
9429,taxation,3.55,1.85
,taxed,2.7,1.53
9904,taxes,2.7,1.53
3759,taxi,5.72,1.26
,taxing,2.7,1.53
,taxpayer,4.12,1.52
9017,taxpayers,4.12,1.52
4731,taylor,5.52,1.23
6913,td,5.06,1.3
7638,te,4.9,0.91
1033,tea,6.66,1.66
1200,teach,6.56,1.55
1625,teacher,6.36,1.54
1431,teachers,6.44,1.3
964,teaches,6.7,1.09
1432,teaching,6.44,1.2
1869,team,6.26,1.43
2578,teams,6.02,1.17
3684,team's,5.74,1.14
9713,tear,3.1,1.37
,teardrop,3.52,1.73
9456,teardrops,3.52,1.73
9306,tearing,3.73,1.38
10015,tears,2.46,1.5
8779,tease,4.36,2.09
1997,tech,6.22,1.33
5417,technical,5.38,1.6
2893,technique,5.94,1
4149,techniques,5.64,1.06
1819,technological,6.28,1.4
1626,technologies,6.36,1.69
905,technology,6.74,1.5
6165,ted,5.22,0.89
,tedious,2.9,1.15
,tediously,2.9,1.15
,tediousness,2.9,1.15
4150,tee,5.64,0.96
2959,teen,5.92,1.94
4427,teenage,5.58,1.83
,teenager,5.86,1.55
3343,teen-agers,5.82,1.72
3181,teens,5.86,1.55
5513,teeth,5.36,1.87
7122,teh,5.02,1.27
8136,tek,4.76,1.41
2337,telecommunications,6.1,1.71
3269,telephone,5.84,1.91
,telephones,5.84,1.91
8114,telerate,4.76,1.24
1034,television,6.66,1.59
,televisions,6.66,1.59
5243,tell,5.42,1.03
7782,tellin,4.86,1.31
5802,telling,5.3,1.05
5694,tells,5.32,1.27
8115,tem,4.76,0.92
7857,temp,4.84,1.42
9056,temper,4.08,1.79
7471,temperature,4.94,1.5
3777,temperatures,5.71,1.51
2226,temple,6.14,1.41
2398,tempo,6.08,1.31
5900,temporal,5.28,1.31
8622,temporary,4.5,1.34
7396,temps,4.96,1.24
7875,temptation,4.83,1.91
,temptations,4.83,1.91
7783,tempted,4.86,1.73
,tempting,4.86,1.73
5138,ten,5.44,1.2
,tenancy,5.44,1.16
,tenant,5.44,1.16
5139,tenants,5.44,1.16
5803,tend,5.3,1.42
3426,tended,5.8,1.14
6449,tendency,5.16,1.18
1396,tender,6.45,1.72
873,tenderly,6.76,1.62
543,tenderness,7.06,1.27
4151,tends,5.64,1.16
4755,tener,5.51,1.02
7380,tengo,4.96,0.97
7561,tenho,4.92,1.31
3344,tennessee,5.82,1.27
1515,tennis,6.4,1.41
,tense,2.94,1.58
9793,tension,2.94,1.58
9926,tensions,2.66,1.26
4043,tenure,5.66,1.36
8366,ter,4.66,0.94
7472,term,4.94,1.5
7473,termed,4.94,1.06
9140,terminal,3.98,2.04
8578,terms,4.54,1.05
9850,terrible,2.84,1.81
645,terrific,6.96,2.08
6558,territories,5.12,1.88
6622,territory,5.12,1.19
10153,terror,1.76,1
10166,terrorism,1.48,0.91
10169,terrorist,1.3,0.91
,terroristic,1.3,0.91
,terrorists,1.3,0.91
5244,terry,5.42,1.16
7474,tes,4.94,1.17
9068,test,4.06,1.41
5340,testament,5.4,1.54
,testaments,5.4,1.54
6450,tested,5.16,1.11
7475,testified,4.94,1.48
,testify,4.94,1.48
,testifying,4.94,1.48
,testimonies,5.12,1.27
6623,testimony,5.12,1.27
7639,testing,4.9,1.4
8862,tests,4.28,1.68
6624,tex,5.12,1.19
4644,texas,5.54,1.23
5418,text,5.38,1.32
4832,texting,5.5,1.46
3509,texts,5.78,1.4
8116,th,4.76,0.92
8117,tha,4.76,1.04
1998,thai,6.22,1.36
8177,than,4.74,1.05
7715,thang,4.88,1.32
8186,thangs,4.73,1.54
243,thank,7.4,1.12
220,thankful,7.44,1.5
,thankfulness,7.44,1.5
244,thanks,7.4,1.51
245,thanksgiving,7.4,1.41
1004,thanx,6.68,1.86
7476,that,4.94,0.65
7014,that'll,5.04,1.01
6726,thats,5.1,0.89
5901,that's,5.28,0.86
7298,the,4.98,0.91
6937,'the,5.04,0.64
646,theater,6.96,1.55
1061,theaters,6.64,1.66
1005,theatre,6.68,1.53
,theatric,5.92,1.28
2960,theatrical,5.92,1.28
,theatrics,5.92,1.28
5341,thee,5.4,1.07
10055,theft,2.3,1.37
,thefts,2.3,1.37
6451,their,5.16,0.87
7562,them,4.92,1.12
2271,theme,6.12,1.17
1820,themes,6.28,1.25
7123,themselves,5.02,1.35
5608,then,5.34,0.75
5902,theodore,5.28,1.07
4564,theological,5.55,1.63
,theologies,5.28,1.73
5903,theology,5.28,1.73
3270,theoretical,5.84,1.11
2404,theories,6.06,1.45
5245,theory,5.42,1.49
1130,therapeutic,6.6,1.56
,therapeutically,6.6,1.56
,therapies,5.46,1.53
5045,therapy,5.46,1.53
6727,there,5.1,0.71
6192,thereafter,5.2,1.32
6931,thereby,5.04,1.11
6830,therefore,5.08,1.26
7207,thereof,5,1.15
8367,theres,4.66,1.24
6081,there's,5.24,0.66
6452,thermal,5.16,1.49
6728,these,5.1,0.58
5531,thesis,5.35,1.85
4237,they,5.62,1.18
7299,they'd,4.98,0.91
5342,they'll,5.4,1.28
7015,theyre,5.04,0.95
5609,they're,5.34,1.1
7300,they've,4.98,1.06
7381,thick,4.96,1.14
3851,thickness,5.7,1.09
9794,thief,2.94,2.21
,thievery,2.29,1.31
10056,thieves,2.29,1.31
,thieving,2.29,1.31
,thigh,5.58,1.76
4428,thighs,5.58,1.76
3685,thin,5.74,1.38
4429,thing,5.58,1.01
3604,things,5.76,0.94
2052,think,6.2,1.29
5610,thinkin,5.34,1.1
1821,thinking,6.28,1.29
1573,thinks,6.38,1.23
,thinness,5.74,1.38
5804,third,5.3,1.15
9255,thirst,3.82,1.72
9270,thirsty,3.79,1.46
3446,thirty,5.79,1.17
6914,this,5.06,0.77
2894,thnx,5.94,1.61
8221,tho,4.72,1.25
7563,thomas,4.92,1.32
6915,thompson,5.06,1.04
4756,thong,5.51,1.73
,thongs,5.51,1.73
9498,thorn,3.46,1.57
9271,thorns,3.79,1.68
,thorny,3.46,1.57
,thorough,5.76,1.44
3621,thoroughly,5.76,1.44
7477,those,4.94,1.1
6542,thou,5.14,1.05
8061,though,4.78,1.04
1574,thought,6.38,1.34
1999,thoughts,6.22,1.54
3038,thousand,5.9,0.86
2227,thousands,6.14,1.07
5419,thread,5.38,1.35
10041,threat,2.36,1.31
9942,threatened,2.62,1.47
,threatening,2.36,1.31
,threateningly,2.36,1.31
,threatens,2.36,1.31
9828,threats,2.88,1.77
3760,three,5.72,1.11
7301,three-year,4.98,0.89
5624,threshold,5.33,1.48
8328,threw,4.68,1.06
523,thrill,7.08,1.56
620,thrills,6.98,1.33
7208,throat,5,1.03
,throats,5,1.03
2350,throne,6.08,2.11
,thrones,6.08,2.11
4238,through,5.62,1.21
4732,throughout,5.52,1.27
7209,throw,5,1.55
7869,throwin,4.84,1.6
8062,throwing,4.78,1.23
8665,thrown,4.46,1.16
7302,throws,4.98,1.06
6166,thru,5.22,0.95
3959,thrust,5.67,1.57
,thrusted,5.67,1.57
,thrusting,5.67,1.57
,thrusts,5.67,1.57
8063,tht,4.78,0.82
9795,thug,2.94,1.6
9944,thugs,2.61,2.08
3852,thumb,5.7,1.36
,thumbs,5.7,1.36
6916,thunder,5.06,2.3
,thundered,5.06,2.3
,thundering,5.06,2.3
,thunders,5.06,2.3
5140,thurs,5.44,1.36
3182,thursday,5.86,1.11
4645,thursdays,5.54,1.39
6543,thus,5.14,0.99
2895,thx,5.94,1.52
5046,thy,5.46,1.16
,thyself,5.46,1.16
7478,ti,4.94,0.68
8839,tick,4.3,1.71
,ticked,4.82,1.59
5695,ticket,5.32,1.48
1672,tickets,6.34,1.26
7927,ticking,4.82,1.59
,ticks,4.3,1.71
2896,tide,5.94,1.24
4833,tie,5.5,1.18
8737,tied,4.4,1.36
6840,tiempo,5.06,0.94
6917,tiene,5.06,0.91
7804,tienes,4.85,1.13
5420,tierra,5.38,1.61
6082,ties,5.24,1.45
2117,tiger,6.18,1.75
8475,tight,4.6,1.25
6268,tighter,5.2,1.44
8070,tijd,4.78,1.48
7210,til,5,0.81
6167,till,5.22,1.3
6168,tim,5.22,1.28
5421,timbaland,5.38,1.5
3783,timber,5.71,1.5
3686,time,5.74,1.21
4646,timeline,5.54,1.13
4430,times,5.58,1.2
4044,timing,5.66,1.15
6831,timothy,5.08,1.28
6918,tin,5.06,0.96
5696,ting,5.32,1.35
7640,tiny,4.9,1.37
1932,tip,6.24,1.04
1822,tips,6.28,1.58
8378,tire,4.65,1.49
9576,tired,3.34,1.12
6269,tires,5.2,1.37
,tiresome,3.34,1.12
,tiring,3.34,1.12
5263,tissue,5.41,1.48
6169,tissues,5.22,1.54
4320,title,5.6,1.09
4535,titles,5.56,1.26
7564,tix,4.92,1.23
5611,tmrw,5.34,1
7303,to,4.98,1.04
743,toast,6.86,1.41
9476,tobacco,3.48,2.18
7792,toch,4.86,1.17
7946,toda,4.81,1.3
6846,todas,5.06,1.52
2000,today,6.22,1.45
3687,todays,5.74,1.44
2662,today's,6,0.99
7124,todd,5.02,1.06
7211,todo,5,1.43
7565,todos,4.92,1.31
6729,toe,5.1,1.25
6544,toes,5.14,1.5
818,together,6.8,1.59
,togetherness,6.8,1.59
7657,toi,4.9,1.42
7716,toilet,4.88,1.49
4152,tokio,5.64,1.1
3605,tokyo,5.76,1.53
6832,told,5.08,1.38
,tolerance,6.44,1.28
,tolerant,6.44,1.28
,tolerate,6.44,1.28
,tolerated,6.44,1.28
,tolerates,6.44,1.28
,tolerating,6.44,1.28
9069,toll,4.06,1.1
5246,tom,5.42,1.34
9457,tomb,3.52,2.04
4239,tommy,5.62,1.43
2118,tomorrow,6.18,1.38
2338,tomorrow's,6.1,1.17
6083,ton,5.24,1.22
5141,tone,5.44,0.86
5142,tongue,5.44,1.09
4045,tongues,5.66,1.35
2228,tonight,6.14,1.34
2740,tonight's,5.98,1.41
3853,tonite,5.7,1.34
4536,tons,5.56,1.3
4733,tony,5.52,1.18
6170,too,5.22,0.84
8118,took,4.76,1.02
6007,tool,5.26,1.54
4647,tools,5.54,1.42
6730,tooo,5.1,1.49
7858,tooth,4.84,1.42
874,top,6.76,1.52
5247,topic,5.42,0.88
4321,topics,5.6,0.83
2519,tops,6.04,1.09
6636,torch,5.11,1.81
9386,tore,3.62,1.65
9554,torn,3.37,1.47
9567,tornado,3.36,1.83
,tornadoes,3.36,1.83
3345,toronto,5.82,1.76
10159,torture,1.58,1.05
10146,tortured,1.82,1.42
,torturer,1.58,1.05
,tortures,1.58,1.05
,torturing,1.58,1.05
,torturous,1.58,1.05
5248,toss,5.42,1.37
8666,tossed,4.46,1.49
3950,tot,5.68,1.63
3510,total,5.78,0.95
2579,totally,6.02,1.12
1516,touch,6.4,1.28
1517,touched,6.4,1.23
1575,touches,6.38,1.26
1097,touching,6.61,1.68
9156,tough,3.96,1.41
6084,toujours,5.24,1.3
1035,tour,6.66,1.47
,tourism,6.18,1.42
2119,tourist,6.18,1.42
2399,tourists,6.08,1.51
2120,tournament,6.18,1.38
,tournaments,6.18,1.38
,tours,6.66,1.47
1006,tours,6.68,1.53
8013,tous,4.8,1.17
7874,tout,4.83,1.11
2272,toward,6.12,1.14
3761,towards,5.72,1.03
4046,tower,5.66,1.41
3104,town,5.88,1.53
2466,towns,6.06,1.15
4951,township,5.48,1.59
767,toy,6.84,2.03
2961,toyota,5.92,1.48
502,toys,7.1,1.66
7212,tp,5,0.99
7213,tra,5,1.14
6740,trace,5.08,1.22
6545,track,5.14,1.14
5904,tracks,5.28,1.11
7784,tract,4.86,1.25
2121,trade,6.18,1
4734,traded,5.52,1.42
4431,traders,5.58,1.31
2053,trading,6.2,1.25
1518,tradition,6.4,1.62
2273,traditional,6.12,1.7
1167,traditions,6.58,1.64
9577,traffic,3.34,1.65
10110,tragedy,2.06,1.38
10044,tragic,2.34,1.64
2229,trail,6.14,1.14
4735,trailer,5.52,1.33
2741,train,5.98,1.49
3183,trained,5.86,1.5
3688,training,5.74,1.4
2122,trains,6.18,1.32
6171,trance,5.22,1.72
7566,trans,4.92,1.26
4240,transaction,5.62,1.01
3689,transactions,5.74,0.92
5343,transfer,5.4,1.51
5826,transferred,5.29,1.37
2001,transformation,6.22,1.3
2062,transformed,6.18,1.15
6833,transit,5.08,1.21
5805,transition,5.3,1.36
2962,translated,5.92,1.08
3762,translation,5.72,1.4
4834,transmission,5.5,1.33
5612,transmitted,5.34,1.57
2520,transport,6.04,1.29
2170,transportation,6.16,1.68
9515,trap,3.44,1.83
9726,trapped,3.08,1.52
9918,trash,2.68,1.22
433,travel,7.18,1.42
1465,traveled,6.42,1.39
1201,traveler,6.56,1.45
1870,travelers,6.26,1.56
847,traveling,6.78,1.67
246,treasure,7.4,1.71
2274,treasurer,6.12,1.52
3690,treasury,5.74,1.72
5249,treasury's,5.42,1.54
906,treat,6.74,1.71
4537,treated,5.56,1.64
8719,treatment,4.42,1.54
965,treats,6.7,1.57
2002,treaty,6.22,1.33
479,tree,7.12,1.32
615,trees,6.98,1.6
4952,trek,5.48,1.47
9217,tremble,3.86,1.73
9760,trembling,3.02,1.3
936,tremendous,6.72,1.59
,tremendously,6.72,1.59
4153,trend,5.64,1.17
4432,trending,5.58,1.44
2897,trends,5.94,1.28
5514,trenton,5.36,1.35
5515,tres,5.36,1.52
7641,trey,4.9,1.17
9157,trial,3.96,1.69
8178,trials,4.74,1.72
2963,tribe,5.92,1.37
5697,tribes,5.32,1.32
2003,tribute,6.22,1.36
6172,trick,5.22,1.67
5422,tricks,5.38,1.52
8667,tricky,4.46,1.58
4953,tried,5.48,1.64
4433,tries,5.58,1.26
8476,trigger,4.6,1.95
2339,trinity,6.1,1.49
4648,trio,5.54,1.27
597,trip,7,1.55
2742,triple,5.98,1.13
8119,trippin,4.76,1.8
8813,tripping,4.32,1.87
616,trips,6.98,1.32
8689,triste,4.44,1.59
,trite,3.24,1.22
207,triumph,7.46,1.83
,triumphed,7.46,1.83
,triumphing,7.46,1.83
,triumphs,7.46,1.83
,troop,5.16,2.06
6453,troops,5.16,2.06
7214,trop,5,1.12
9877,trouble,2.78,1.47
9878,troubled,2.78,1.43
9532,troubles,3.42,2.15
,troublesome,2.78,1.43
,troubling,2.78,1.43
4954,truck,5.48,1.55
5516,trucks,5.36,1.66
744,truly,6.86,0.97
5806,trump,5.3,1.71
5143,trunk,5.44,0.97
398,trust,7.22,1.23
666,trusted,6.94,1.53
3951,trustee,5.68,1.5
4322,trustees,5.6,1.37
,trustfulness,7.22,1.23
,trusting,7.22,1.23
,trusts,7.22,1.23
235,truth,7.42,1.4
2580,try,6.02,0.94
6919,tryin,5.06,1.41
3511,trying,5.78,1.17
7717,tryna,4.88,1.1
2116,t-shirt,6.18,1.44
10079,tsunami,2.18,1.34
7928,tt,4.82,1.21
7125,tu,5.02,1.15
8368,tua,4.66,1.14
4241,tub,5.62,1.64
5613,tube,5.34,1.29
7035,tubes,5.02,1.36
7304,tudo,4.98,0.55
7305,tuesday,4.98,1.06
5517,tuesdays,5.36,1.14
8120,tuh,4.76,1.19
8342,tumble,4.67,1.7
,tumbled,5.12,1.61
,tumbles,5.12,1.61
6625,tumbling,5.12,1.61
,tummies,5.36,1.38
5518,tummy,5.36,1.38
9990,tumor,2.53,2
10128,tumors,1.98,1.35
2123,tune,6.18,1.42
2663,tuned,6,0.97
1062,tunes,6.64,1.38
5423,tunnel,5.38,1.46
,tunnels,5.38,1.46
7479,tuo,4.94,0.77
8121,tupac,4.76,1.78
2171,turkey,6.16,1.81
4538,turkish,5.56,1.21
9738,turmoil,3.06,1.63
6270,turn,5.2,1.25
6085,turned,5.24,0.85
6454,turner,5.16,1.02
6284,turnin,5.19,1.14
5698,turning,5.32,1.02
6271,turns,5.2,0.9
8237,tus,4.71,1.37
5626,tutti,5.33,1.48
7873,tutto,4.83,1.08
966,tv,6.7,1.5
8283,tweeps,4.7,1.66
4955,tweet,5.48,1.59
7016,tweetdeck,5.04,1.4
5144,tweeted,5.44,1.69
7215,tweeters,5,1.9
5519,tweeting,5.36,1.97
5250,tweets,5.42,1.97
5424,twelve,5.38,1.16
4169,twentieth,5.63,0.97
3039,twenty,5.9,1.05
4323,twice,5.6,1.14
3105,twilight,5.88,1.91
2230,twin,6.14,1.29
1519,twins,6.4,1.65
6185,twist,5.21,1.38
9018,twisted,4.12,1.67
8579,twisting,4.54,1.4
9126,twit,4,1.76
7567,twitpic,4.92,1.6
5047,twitter,5.46,1.91
7126,twittering,5.02,2.18
4736,twitters,5.52,1.84
5344,two,5.4,0.97
5699,two-year,5.32,1.08
6920,tx,5.06,1.39
6086,txt,5.24,1.29
6626,ty,5.12,1.19
5905,tyler,5.28,1.05
4539,type,5.56,0.93
5700,types,5.32,0.74
,typhus,1.72,0.99
6173,typical,5.22,1.13
6627,typically,5.12,1.1
5614,typing,5.34,1.21
7382,tyson,4.96,1.35
4737,u,5.52,1.73
7929,udah,4.82,0.69
7383,ufc,4.96,1.24
9458,ugh,3.52,1.5
9176,ughh,3.92,1.31
,uglier,2.59,1.44
,ugliest,2.44,1.44
,ugliness,2.74,1.44
9891,ugly,2.74,1.44
8947,uh,4.2,1.39
8546,uhh,4.55,1.24
8522,uit,4.56,1.38
3271,uk,5.84,1.57
1247,ultimate,6.54,1.23
3763,ultimately,5.72,1.37
8369,um,4.66,0.92
7642,uma,4.9,1.18
2964,umbrella,5.92,1.29
8222,umm,4.72,1.5
7718,ummm,4.88,0.94
8407,un,4.64,0.72
7480,una,4.94,1.11
9714,unable,3.1,0.84
,unbeatable,7.02,1.49
9207,uncertain,3.88,1.15
,uncertainly,3.88,1.15
9374,uncertainty,3.64,1.05
819,uncle,6.8,1.56
9158,unclear,3.96,1.43
9543,unconscious,3.39,1.51
,unconsciously,3.39,1.51
8600,und,4.52,1.15
8477,under,4.6,1.31
7017,undercover,5.04,1.6
6834,underground,5.08,1.51
8951,underlying,4.19,1.31
8223,underneath,4.72,1.23
1202,understand,6.56,1.7
768,understanding,6.84,1.17
747,understands,6.86,1.21
1168,understood,6.58,1.18
6174,undertaken,5.22,1.36
8379,undone,4.65,1.23
,undoubted,5.45,1.46
5065,undoubtedly,5.45,1.46
,undoubting,5.45,1.46
7568,une,4.92,1.29
,uneasily,3.88,1.7
,uneasiness,3.88,1.7
,uneasy,3.88,1.7
10090,unemployment,2.12,1
9578,unfair,3.34,2.01
,unfairly,3.34,2.01
,unfairness,3.34,2.01
5056,unfold,5.46,1.32
9070,unfollow,4.06,1.06
9796,unfortunate,2.94,1.46
9886,unfortunately,2.76,1.57
,unhappily,2.12,1.36
,unhappiness,2.12,1.36
10091,unhappy,2.12,1.36
9893,unholy,2.73,1.4
7127,uni,5.02,1.32
6008,uniform,5.26,1.63
2521,union,6.04,1.4
5906,unions,5.28,1.65
617,unique,6.98,1.44
,uniquely,6.98,1.44
4835,unit,5.5,0.97
1063,unite,6.64,1.19
298,united,7.32,1.2
,unites,6.64,1.19
,uniting,6.64,1.19
6009,units,5.26,1.03
679,unity,6.92,1.75
1723,universal,6.32,1.49
,universally,6.32,1.49
769,universe,6.84,1.28
1203,universities,6.56,1.68
907,university,6.74,1.38
2275,university's,6.12,1.45
9851,unkind,2.84,1.88
,unkindly,2.84,1.88
,unknowing,4.04,1.51
,unknowingly,4.04,1.51
9087,unknown,4.04,1.51
8902,unless,4.24,1
9088,unlike,4.04,1.41
9477,unlikely,3.48,1.31
1131,unlimited,6.6,1.63
1724,unlocked,6.32,1.38
,unncessarily,3.78,1.56
,unnecessarily,3.78,1.56
9284,unnecessary,3.78,1.56
5048,uno,5.46,0.95
,unpretending,7.18,1.38
,unpretendingly,7.18,1.38
8967,unpublished,4.18,1.3
8519,unreal,4.57,1.67
8292,uns,4.69,1.19
,unsatisfiable,2.12,1.36
,unsatisfied,2.12,1.36
,unsatisfying,2.12,1.36
8071,unseen,4.78,1.21
,unsurmountable,7.02,1.49
7481,until,4.94,0.71
6748,unto,5.08,1.08
9460,untrue,3.51,1.31
8690,unusual,4.44,1.49
,unusually,4.44,1.49
2581,unwind,6.02,1.85
2231,up,6.14,1.53
1871,upcoming,6.26,1.03
3764,update,5.72,1.49
2467,updated,6.06,1.24
2232,updates,6.14,1.21
1933,updating,6.24,1.06
1169,upgrade,6.58,1.18
4154,upload,5.64,1.37
3512,uploaded,5.78,1.13
,uploading,5.78,1.13
,uploads,5.78,1.13
5615,upon,5.34,0.69
3346,upper,5.82,0.92
2400,ups,6.08,1.65
9979,upset,2.56,1.43
,upsetting,2.56,1.43
,upsettingly,2.56,1.43
2005,upside,6.21,1.38
4047,upstairs,5.66,1.15
8970,uptight,4.17,1.93
1830,uptown,6.27,1.2
2054,upward,6.2,1.51
7384,ur,4.96,1.65
3272,urban,5.84,1.56
6375,urge,5.18,1.3
8580,urged,4.54,1.3
9484,urine,3.47,1.67
4738,url,5.52,0.97
5701,urself,5.32,1.87
1872,us,6.26,1.76
1170,usa,6.58,1.84
4739,usage,5.52,1.5
3952,usb,5.68,1.02
4155,use,5.64,1.16
8478,used,4.6,1.48
503,useful,7.1,1.2
,usefully,7.1,1.2
9996,useless,2.52,1.42
,uselessly,2.52,1.42
,uselessness,2.52,1.42
4956,user,5.48,1.01
4957,users,5.48,1.15
3765,uses,5.72,1.16
7216,using,5,1.05
6175,usual,5.22,1.11
4048,usually,5.66,0.89
6455,utah,5.16,1.31
4324,utilities,5.6,1.7
4958,utility,5.48,1.22
,utter,4.52,1.71
8601,utterly,4.52,1.71
8329,uu,4.68,1.22
8370,v,4.66,1.3
6835,va,5.08,1.38
50,vacation,7.92,1.9
2233,vagina,6.14,1.81
,vaginas,6.14,1.81
8224,vai,4.72,0.81
9257,vain,3.82,1.79
247,valentine,7.4,1.7
317,valentines,7.3,1.78
271,valentine's,7.36,1.32
944,valid,6.71,1.44
2401,validity,6.08,1.16
1873,valley,6.26,1.16
